发布时间,转发数,评论数,收藏数,点赞数,动态内容
2019-11-20 15:15:33,0,10,1,17,今天金三胖领跌，只有有色、酿酒、煤炭、医疗保健四个版块微涨。涨了两天就有人说调整结束了，今天一跌不知道又该说什么了？
2019-11-20 08:16:56,2,16,0,43,可转债的下调转股价，有点类似商品的价格保护，你花10元买的东西，现在降低到8元了，说可以退你2元。
2019-11-19 19:16:19,1,15,1,10,今天创业板大涨2.77%，版块中互联网版块领涨4.91%，唯一下跌的保险版块是继续受人寿影响：
2019-11-19 14:02:41,0,0,1,33,走进华安基金
2019-11-19 10:43:48,0,10,0,20,$贵州茅台(SH600519)$ 外出买了个菜，回来一看又创历史新高了。
2019-11-18 20:57:46,0,1,0,14,今天绝大部分版块均上涨，船舶、半导体、酿酒、元器件是仅有的四个微跌的版块，但科创板平均下跌了0.88%：
2019-11-18 05:28:11,4,35,6,135,大家早！今天有三只可转债可以申购，等级最高的AAA的顺丰转债，转股价相对正股现价溢价4.45%，上市最少在115元以上，AA的福特转债，溢价1.89%，上市最少在110元以上，等级最低的AA-常气转债，反而折价了2.36%，估计上市最少也要在110元以上，当然这都是基于现在的正股价格的，如果上市时正股暴跌就有可能破发，不过这种概率应该非常小。
2019-11-16 16:05:24,1,6,0,10,华安的苏总分享资产配置
2019-11-16 14:03:03,0,1,0,20,论道黄金开始了
2019-11-16 06:46:52,2,11,1,13,$广发纳斯达克100指数(F270042)$ 道指、标普500、纳指再创新高，我的广发纳指100也新高了。
2019-11-15 21:18:20,8,22,7,35,今天中石油继续创出历史新低，包括中石油，今天一共有49只股票创出了历史新低。除了中石油市值万亿，宝丰能源、大唐发电、苏州银行、郑州银行市值在百亿以上，其他44只股票的市值均不满百亿，其中纺织服装6只，化工、机械设备各5只，传媒、建筑装饰、电气设备、公用事业、汽车、医药生物、各3只，轻工制造、商业贸易各2只，电子、建筑材料、食品饮料、有色金属各1只。
2019-11-15 20:28:02,3,31,2,26,"今天上证指数终于跌破2900了，也是自9月份以来2个半月第一次收盘跌破2900，版块中只有船舶】互联网、保险、银行四个版块是红的，以猪肉等为首的农林牧渔大跌3.23% ,   北上资金逆流继续流入28.74亿，境内资金大概是嫌MSCI买的太贵还在卖出："
2019-11-15 16:07:21,1,3,1,57,受@DAVID自由之路 大为老师推荐，在南京金融业满意服务年会上分享家庭资产配置
2019-11-15 04:47:18,4,75,0,82,大家早！今天一早去南京讲课，今天白电转债申购，类似的AA等级可转债至少在110元左右，全力申购，今天浦发转债上市，最低不会低于103.。
2019-11-14 15:20:44,2,12,1,12,今天各大宽基指数比昨天量能微微放大，基本都是上涨的，版块中半导体、IT设备、元器件等板块领涨，电器仪表、煤炭、保险、银行领跌，电器仪表是因为海康威视的利空消息导致的，科创板今天平均上涨1.29%，但向下趋势没改。
2019-11-14 12:53:18,2,10,0,24,小区空气不错。
2019-11-14 11:35:56,3,31,2,32,$贵州茅台(SH600519)$&nbsp;截止到收盘，茅台除了再创新高外，以15515亿流通市值，仅仅排名在工行的的15530亿流通市值后，差距仅仅只有35亿了，说不定下午就超过了。万丈红尘三杯酒，这酒喝的真厉害啊。
2019-11-14 07:18:50,3,38,3,69,大家早！今天全力申购利德转债、浙商银行。和利德转债类似的AA+，目前最少溢价14%左右，而现在最多溢价了不到4%。新股毕竟还没有到开盘破发的程度。退一万步说，中一签才4940元，即使破发又能亏多少？
2019-11-13 15:18:47,3,12,4,20,2900再次失而复得，半导体、医疗保健、酿酒领涨。今天通策医疗、长春高新、贵州茅台、爱尔眼科、我武生物、欧普康视、安井食品、光莆股份、韦尔股份、圣邦股份、菲林格尔、大博医疗、迈瑞医疗、卓胜微等十几只股票创出历史新高，主要也是食品、医疗、电子三大行业。选择好的赛道是第一步：
2019-11-13 11:08:53,2,13,0,28,$贵州茅台(SH600519)$ 热烈祝贺茅台再创历史新高！什么5G、芯片、区块链，投资还是要看我大茅台！
2019-11-13 06:29:48,4,31,0,32,纳指又创新高了，我们的大A股过了双十一的打折也应该恢复原价了吧？
2019-11-12 15:23:13,2,4,0,16,今天家电版块还是领跌1.61%，看来大家对家电还是看空。造纸、仓储物流、煤炭、通用机械、医疗保健等版块领涨，不过感觉大盘是昨天受伤后在疗伤，量能进一步萎缩。
2019-11-12 06:06:16,1,19,0,75,大家早！希望A股双十一优惠后今天回复原价
2019-11-11 20:31:41,26,57,22,47,2004年12月31日，沪深300是1000点，标普500是1211.92，标普500比沪深300多了211.92点，2019年11月8日，沪深300是3973.01，标普500是3093.08，沪深300反而比标普500高了879.93，期间近15年，标普500涨了155.22%，而同期沪深300大涨了297.30%，足足多了142.08%，近15年来沪深300的涨幅几乎是标普500的2倍，谁说我们A股不如美股我和他急，沪深300唯一的缺点是波动大，需要安全带绑住，你没绑住别怪我们A股不如美股：
2019-11-11 19:31:23,3,10,0,18,美股盘前也被带下来了。
2019-11-11 18:14:52,3,23,3,35,今天跌幅最小的是保险、酿酒版块，也分别跌了0.33%和0.85%，跌幅最大的是家电，跌了3.56%，起因是双十一格力大幅度降价，结果格力跌3.84%，美的跌4.06%。海尔也跌了3.83%，三剑客跌幅基本都在4%左右。市场的逻辑是格力降价说明整个行业不行。今天的中位数跌幅高达2.70%，导致今年的中位数涨幅只有8.83%，34.04%的股票是下跌的。而更惨的是科创板，51只科创板今天平均跌幅高达5.74%，从科创板上市第一天收盘开始算起，平均已经下跌了30.34%，无疑是一场小型股债了。我们会很快看到科创板开盘就破发，其实这也是正常的，只有打新破发，将来才会有希望上涨：
2019-11-11 09:52:24,1,26,0,54,$格力电器(SZ000651)$ 今天买了两台格力空调。
2019-11-11 09:39:15,4,16,0,64,$上证指数(SH000001)$ 双十一打折大促销！
2019-11-11 07:42:48,3,90,3,110,刚刚去我们小区广场里买菜，一个年纪大概80多岁的老头，走路都要走不动了，把菜放在自己的口袋里，菜贩是个小伙子，也实在不好意思说他。我估计这个老头是老年痴呆了。为了防止老年痴呆，我也要坚持天天上雪球写帖子！
2019-11-11 05:28:42,3,12,0,24,双十一，一个阿里人造的节日，随着中国的强大，不仅京东、拼多多、苏宁等一大帮电商都跟进了，而且这个节日也越来越国际化了。
2019-11-10 06:34:47,8,52,3,73,明天有个川投能源的可转债可以申购，AAA的评级，现在还折价了，当然是全力申购。上周有4个新的可转债上市了，无一破发，如果按照当天收盘价计算，一签金能转债赚48.50元，一签华夏转债赚143.00元，一签金轮转债赚46.66元，一签太极转债赚202.00元，虽然都是蚊子肉，但也是一个荤菜啊。
2019-11-09 08:02:27,6,34,3,35,想到了高开低走，但没想到3000点连摸都没摸一下，止步在2998.76。感觉最近还是新股的压力太大了，10只新股开板基本9只跌，场内没那么多资金去承接次新，导致捉襟见肘。
2019-11-08 07:12:15,1,30,0,30,清晨沿着钱塘江边的空气不错
2019-11-07 21:14:14,5,27,6,37,$中国石油(SH601857)$ 今天是中国石油上市12年来再次以5.8元创下历史新低。5.8元这个价格也是挺嘲讽的，5858，一点都不我发，相反在18层地狱下出现了违章建筑。其实仔细想想也对，最早我们起步是缺资源，石油、钢铁、煤炭、有色是最早被炒起来的，随着人民生活改善，最近10年来是大消费热，将来是大科技，一波一波其实是很清楚的。再看看美国也是一样的，只不过比我们早了一个周期。看明白了大趋势，投资其实并不难。
2019-11-07 19:25:10,1,29,0,20,美股盘前也是上涨，正在开盘的欧洲股市也是一片涨声，看看明天上证指数能不能站上3000？
2019-11-07 15:31:53,1,31,3,19,感觉今天的行情正好和昨天相反，农林牧渔昨天领跌今天领涨，昨天大部分版块下跌今天大部分版块上涨，只有船舶、航空、保险、银行等，唯一不变的还是北上资金源源不断的流入。真搞不懂为什么内资现在不断的把资产买给外资？
2019-11-07 15:30:22,2,10,0,17,@小秘书&nbsp; 举报：网页链接这篇文章一字不改的抄袭我：网页链接&nbsp;
2019-11-06 18:18:54,2,48,1,129,茅台加大闸蟹，人生何求
2019-11-06 15:18:10,2,26,3,26,今天只有航空、船舶、银行、钢铁等少数几个版块是红的，绝大多数版块下跌，科创板久日新材两个交易日破发，发行价66.68元，今天收盘66.35元，跌幅0.49%。久日一点不像它的名字，但即使这样，北上资金依然流入18.66亿，而且尾盘还有加速迹象。
2019-11-06 07:33:30,0,9,0,14,早上去买菜，为什么钱大妈就开着，小鲜肉就关了呢？
2019-11-05 19:17:28,0,11,1,21,今天金三胖领涨，只有公交、通用机械等少数版块微跌。但今天中位数涨幅依然是0%。5个科创板上市，涨幅最大的美迪西涨71.08%，久日新材才涨了6.42%，接近破发了。今天科创板平均又是下跌了3.78%，走势和大盘走势相背，而且又创了历史新低。昊海生科发行价89.23元，5个交易日后今天收盘89.86元，和发行价相比才微涨0.71%，破发一线之遥。
2019-11-05 12:49:52,2,9,2,44,财经节目上专家一会唱空要你减仓，一会唱多要你加仓。如果你真听了这些话，很容易11年做太监49年做甫志高的。
2019-11-05 11:39:15,2,10,0,30,$上证50(SH000016)$&nbsp;已经创了一年多的新高了
2019-11-05 10:37:25,2,5,0,17,$招商银行(SH600036)$&nbsp;不容易啊，新高也是一分钱一分钱的破
2019-11-04 15:16:39,1,5,2,19,今天以运输服务、供气供热、医疗保险等领涨，钢铁、多元金融、互联网、纺织等微跌。虽然各大指数涨幅都在0.5%以上，但今天下跌数量大于上证数量，中位数涨幅接近0%，今年最弱的上证指数也涨了19.34%，但中位数涨幅只有12.58%，说明今年最弱的还是小票：
2019-11-04 11:46:43,6,16,0,15,$招商银行(SH600036)$ 招行在6月21日创出37.49的历史新高后，7月25日最高是37.48，差了1分钱，10月16日创出37.45，差了4分钱，今天上午最高是37.28，差了0.21元。总是差一口气不破前高。
2019-11-04 10:32:26,7,2,6,25,从2017年3月20日深港通开通开始到2019年11月1日的2年多时间，上证指数下跌了8.41%，沪深300上涨了5.46%，中证500下跌了23.54%，但北上资金在2017年3月20日这天持有A股最大市值的建设银行、贵州茅台、长江电力、上海机场、中国平安、恒瑞医药、海康威视、海螺水泥、顺丰控股、格力电器，平均涨幅高达119.40%，最好的恒瑞医药涨了232.59%，茅台涨了220.39%，上海机场涨了175.23%，中国平安涨了169.91%，格力电器涨了138.11%，海螺水泥涨了121.92%，10只股票有6只实现了翻番以上的收益，唯一下跌的顺丰控股下跌了31.77%，整体来说远远跑赢指数，这还是2年多不调仓的结果，北上资金的影响之大可见一斑。  
2019-11-04 07:12:52,2,13,2,67,今天有只通光转债可以申购，等级为A+，现价比转股价99.12.如果现在就可以上市，参考类似等级可转债，保守估计至少在110左右。顶格申购。
2019-11-03 09:12:39,2,29,1,162,春华秋实，虽然今年创出了54%多的收益率，虽然每天运动，但都无意去做比较了。人到了秋天这样的年纪，做点投资，写点帖子，喜欢吃就吃点，喜欢学就学点，喜欢走就走走，一切顺其自然，蛮好蛮好。
2019-11-02 16:52:24,4,6,3,23,扣除新股，周五有15只股票创出历史新高，其中食品4只，医药3只，家电、化工、传媒各2只，钢铁、银行各1只，主要还是集中在食品、医药、家电等大消费行业：
2019-11-01 18:08:50,4,13,2,22,$格力电器(SZ000651)$&nbsp;格力今天北上资金净买入15.31亿，本周5个交易日不管格力涨跌，北上资金持续流入，本周已经净买入33.13亿了。是北上资金都看好张磊?
2019-11-01 16:17:20,1,13,2,18,今天家电版块大涨6.37%，大概是季报发完，家电业绩并没有预计的那么差，再加上格力混改落地，机构特别是外资发动买买买。除了家电外，医疗、房地产、汽车、银行、证券、保险等普涨，下跌的只有农林牧渔一个版块：
2019-11-01 11:13:20,10,55,0,184,$格力电器(SZ000651)$&nbsp;真的没想到，市场用这种方式回报了我们这群守拙的人。今天我的股票账户也创出历史新高了。
2019-11-01 05:34:58,4,31,4,83,大家早，新的一个月又开始了，今天有个金力永磁的可转债可以申购，等级为AA-，现价比转股价只有85.75%，如果正股价格不变，估计到上市最多也就是在100元左右，有破发的可能，不过看正股暴涨暴跌的走势，正是可转债的好品种，我顶格申购，大家随意。
2019-10-31 16:00:23,0,9,2,20,今天只有家电、食品、医药、保险等绩优板块上涨，大部分版块均下跌。不算2只新上市的科创板，38只科创板今天平均跌幅高达5.50%。今年从第一天上市收盘价开始算起，科创板已经平均下跌了25.98%，再次创出新低：本月结束，表现最好的创业板指数上涨2.69%，其次是上证50上涨1.97%，唯一下跌的是中证500，本月下跌0.48%。中证500也是3季度季报中表现最差的版块，等一会我再发一个3季度季报的详细分析：
2019-10-31 09:39:53,2,11,0,26,$远东转债(SZ128075)$ 105全部卖出
2019-10-31 09:35:43,1,12,0,16,$格力电器(SZ000651)$ 怎么都没想到，格力竟然红了
2019-10-31 07:26:20,2,38,1,69,常熟的公交车牌，能实时显示公交车到哪个站了。信息化给人们的生活带来的是越来越方便了。
2019-10-31 05:55:16,2,20,5,36,今天总算有两个可转债上市，远东转债，现价比转股价是93.44%，最少也应该在105元以上，而万里转债，现价比转股价只有82.95%了，比发行时又跌了不少，再加上等级又低，唯一的亮点就是利息高，6年利息总和高达32.8%，保守估计今天价格可能在100元左右。
2019-10-30 21:00:21,4,28,1,28,新股渝农首日没封住第二天跌停，新股麒盛第二天跌停，这种情况过去是几乎看不到的。市场抽血还是太厉害了。
2019-10-30 15:42:38,0,8,2,21,今天只有保险少数版块上涨，造纸等大部分版块下跌，周一的上证基本全部吞没，科创板平均跌3.68%，继续创历史新低，50万的开户后果然是只有镰刀没有韭菜：
2019-10-30 13:26:25,3,17,0,23,$渝农商行(SH601077)$ 竟然跌停了，还好昨天就卖了，破发也在眼前了。
2019-10-30 06:24:06,4,38,0,30,雪球2019十大影响力用户投票：网页链接，请大家多多支持。
2019-10-30 05:38:50,2,46,1,78,$浦发转债(SH110059)$&nbsp;一个账户平均中了3签浦发转债，有些人就在惶惶不可终日了，抱怨中签率太高的有之，打算今天弃购的有之。就没看看中信、光大等可转债的情况，既然那么怕破发，那为什么前天去打呢？一天一个想法，是注定在这个市场里是来送钱了。
2019-10-29 19:33:58,2,60,0,98,$浦发转债(SH110059)$ 顶格打每个账号最少3签，可能4签。至于会不会破发。就看你怎么念了，念pufa的普遍发财，念pofa的就破发。
2019-10-29 18:04:45,7,19,0,23,$格力电器(SZ000651)$ 北上资金也是马后炮，前几天还在卖出，今天11.76亿的天量净买入。
2019-10-29 15:38:44,8,72,0,77,雪球2019十大影响力用户投票：网页链接，我也有幸列入候选名单，请大家投我一票：
2019-10-29 15:20:38,2,12,2,18,今天虽然还是数字货币版块领涨，但区块链版块高开低走最终跌1.96%，还是酿酒、家电等有业绩支撑的版块表现不错，如果看中位数，那么下跌1.53%已经把昨天的涨幅全部吞没，本周两天中位数是下跌了0.19%，科创板今天更是暴跌了4.43%，几乎接近历史新低。概念炒作时间现在是越来越短了。
2019-10-29 09:58:20,0,14,1,26,$双汇发展(SZ000895)$&nbsp;恭喜双汇涨停并创历史新高，可惜我不多了。
2019-10-29 09:38:35,0,1,1,13,$纳指ETF(SH513100)$&nbsp;历史新高了，今年涨幅也超过31%了
2019-10-29 07:02:55,5,28,4,34,摊大饼买的100元可转债最近连传喜讯：岩土停牌重组，久其蹭了个区块链的热点，而洪涛又要调低转股价了。最笨的方法不一定不好。
2019-10-28 21:36:19,0,6,0,18,今天纳指100，标普500微软，苹果齐创历史新高&nbsp;
2019-10-28 15:22:12,1,8,0,12,借区块链技术利好，数字货币版块大涨9.97%，区块链版块大涨8.05%，下跌的只有银行、房地产等少数版块，量能今天也放大了不少。
2019-10-28 13:27:39,1,5,2,14,从已经公布的A股1455家3季度报来看，情况似乎还可以，这1455家A股3季度单季度归母净利润和18年3季度同比增长13.27%，同口径相比，这1455家A股18年3季度同比增长3.47%，19年2季度同比增长12.14%。只不过不知道后面几天有没有大雷拖累。
2019-10-28 11:51:35,2,7,0,35,区块链、芯片、AI这些当然很重要，特别是对我们国家，但很重要和现在就参与是两个不同的概念，不要混淆。做长线的，最终还是要看业绩，当然做短线的有本事可以去炒作一番，但肯定最终大部分人是不会赚钱的。	
2019-10-28 10:41:26,0,2,0,13,$久其转债(SZ128015)$ 久期正股借着区块链概念涨停，当时按照100元以下摊大饼买的没想到涨了那么多。
2019-10-28 07:52:29,3,17,1,53,今天有三只新可转债可以申购：浦发、天路、石英，顶格申购。
2019-10-26 10:52:36,0,9,0,31,上海海昌海洋公园
2019-10-26 08:50:21,5,36,0,25,$迅雷(XNET)$ 一个会议使得这个股票一夜之间翻番。估计都是中国人在买
2019-10-25 23:41:48,1,9,0,12,$纳斯达克100指数(.NDX)$ 都说见顶了，偏偏又创历史新高了。
2019-10-25 22:04:16,2,8,0,24,今天晚上我的老同事分享了他在这些年创业中遇到的坑，对在二级市场投资也有很大的启发。
2019-10-25 15:13:54,1,2,1,15,今天探底回升，农林牧渔版块大涨4.82%，半导体、酿酒、医药、旅游等领涨，下跌的只有保险、家电等少数版块，反而是科创板由于挤出效应导致今天平均下跌了2.67%：
2019-10-25 09:56:59,0,22,0,26,季报不好的万华涨了2%多，季报还算不错的平安跌了2%都不止
2019-10-24 19:54:37,1,10,0,18,今天本来是1024码农节，被先是当当的瓜，后是海通证券的瓜给冲淡了。股市不死不活的也没人关注。反而是当当瓜和海通瓜吸引了大家的目光。
2019-10-24 17:46:52,1,1,1,19,今天只有银行等少数版块上涨，各大指数都是微涨微跌，行情快要睡着了。唯独34只科创板经过昨天的大涨，今天又平均大跌了2.03%：
2019-10-24 05:35:35,0,12,0,61,今天顶格申购索发转债、北方转债，还有四个新股。
2019-10-23 20:03:36,0,12,1,15,$中国平安(SH601318)$ 等三季度季报
2019-10-23 17:56:15,0,3,2,15,今天只有农林牧渔、银行等少数版块上涨，医药、房地产、酿酒等绝大多数版块均下降，唯一的亮点是34只科创板今天大涨，涨幅超过10%的有5只，唯一下跌的南微医学跌了2.74%，34只科创板今天平均大涨了6.51%，是近3个月来涨幅最大的。感觉是大盘低迷，主力资金找个容易拉的版块：
2019-10-23 17:56:14,0,1,0,9,今天只有农林牧渔、银行等少数版块上涨，医药、房地产、酿酒等绝大多数版块均下降，唯一的亮点是34只科创板今天大涨，涨幅超过10%的有5只，唯一下跌的南微医学跌了2.74%，34只科创板今天平均大涨了6.51%，是近3个月来涨幅最大的。感觉是大盘低迷，主力资金找个容易拉的版块：
2019-10-23 12:14:06,6,84,2,84,问：孩子4岁，英语词汇量只有1500个左右，是不是不太够？答：在美国肯定够了，在海淀区肯定不够。
2019-10-23 08:30:53,0,19,0,35,今天有个迪贝转债可以申购
2019-10-22 15:18:42,1,7,0,14,今天只有银行、保险、旅游等板块微跌：
2019-10-21 21:58:48,1,3,1,20,今天全靠银行翻红，上证指数、上证50、沪深300最后虽然翻红，但真正上涨的版块除了保险、银行、家电等少数几个绩优股版块外很少有正收益的版块。3659只股票中位数下跌0.38%，34只科创板平均跌幅3.22%，继续创科创板上市以来扣除第一天涨幅后的新低：
2019-10-21 21:58:48,0,1,0,16,今天全靠银行翻红，上证指数、上证50、沪深300最后虽然翻红，但真正上涨的版块除了保险、银行、家电等少数几个绩优股版块外很少有正收益的版块。3659只股票中位数下跌0.38%，34只科创板平均跌幅3.22%，继续创科创板上市以来扣除第一天涨幅后的新低：
2019-10-21 15:01:05,0,13,0,74,$上证指数(SH000001)$ 不管怎么都算红了，没白来北京，哈哈。
2019-10-21 07:34:34,0,6,0,16,北京西站地铁站的栏杆真长，绕啊绕的，好久没享受北京地铁早高峰了，哈哈，怀旧一下。
2019-10-21 06:06:10,0,30,4,38,今天有两个新可转债申购：太极转债、英联转债，顶格申购。今天还有两个科创板可以申购：昊海生物、致远互联。今天还有游族转债、交建股份上市。本周17个新股打新，对投资者免不了有心理影响。
2019-10-20 12:57:50,0,26,0,39,一个人弄了几个小号在自吹自擂，实在受不了，统统拉黑。
2019-10-20 11:23:41,1,8,4,30,同样一句话，有些人说的就容易被大家接受，也有些人说的就不容易接受。换位思考，将心比心，己所不欲勿施于人。看雪球上的发言有感。
2019-10-20 06:44:52,0,3,0,20,G6是目前从上海到北京最快的高铁，而且行驶过程中WIFI信号很好。
2019-10-20 05:06:22,1,21,0,23,一大早就起床了，坐早班火车去北京。
2019-10-19 12:23:29,33,95,19,55,有人调侃中国的A股指数10年原地踏步，我们再看看通达信里的绩优股指数，10年前是826.13，现在是1865.49，涨了125.81%，年化8.49%。同期亏损股指数10年前877.00，现在是390.26，下跌了62.46%，年化下跌9.33%。你一定要买亏损股不买绩优股，那是你的事情，只不过我们的上证指数编制有问题而已。
2019-10-18 18:34:09,1,12,0,24,长假后连涨5天再连跌4天，如果对称的话周一再跌一天才会涨。
2019-10-18 17:11:29,0,6,2,14,今天只有日用化工、医疗保健、农林牧渔三个板块微红，其他所有板块均下跌。找原因无非是三季度GDP增速才6%，下周17只新股齐发，还有浙商银行这个巨无霸。北上资金尾盘急速拉起最后集合成交又砸下来，今天又不是外资配仓日，有点诡异。大盘周一第一天跳空高开留下红盘后连续四只乌鸦。唯一的亮点是科创板连续多天创新低后今天34只科创板31只是红的：
2019-10-18 17:04:06,1,3,0,9,今天是什么日子？尾盘北上资金急速拉起最后3分钟又砸下来？难道又是外资配仓？
2019-10-18 15:09:49,1,15,0,19,涨了一天跌了四天，成四只乌鸦了。
2019-10-17 15:23:08,1,10,2,24,今天表现最好的还是上证50，涨了0.23%，但61.59%的股票是下跌的，科创板今天平均又下跌了1.63%，从上市第一天收盘开始算起平均下跌了18.80%，相当于去年的熊市了。科创板50万的门槛真的挽救了很多小散韭菜：
2019-10-17 08:02:17,21,78,5,37,科创板真的注册制来了，昨天是两只科创板：申联生物、海尔生物，明天是赛诺医疗。下周一是昊海生物、致远互联，下周二是杰普特，下周三是宝兰德，下周四是久日新材、长阳科技、华熙生物，下周五竟然是7家科创板打新：奥福环保、安恒信息、中国电器、博瑞医药、美迪西、洪泉物流、晋门科技。17只科创板！期间还有不少主板、中小板、创业板，注册制真的汹涌而来了  
2019-10-16 15:23:12,0,6,1,21,领跌的半导体、酿酒版块等都是受三季度业绩影响，跌幅最大的中证500跌了也就是0.45%，但中位数跌幅高达0.73%，科创板更是平均下跌了3.36%，继续在寻底中：
2019-10-16 15:01:21,2,42,0,55,今天是我国第一颗原子弹爆炸成功的55周年。我的老上级周老师的父亲亲身参与了两弹一星的试制，在青海的221整整十年。周老师写到，在原子弹爆炸的当天，全中国都沸腾了，只有塔院冷静得出奇，没有庆祝的锣鼓，甚至连灯也没有多开几盏。据说也是为了保密。但就是在周老师文章的留言里，有人还说：“你父亲制造杀人武器，还好意思说？”&nbsp; 真不知道这些人还是不是中国人？
2019-10-16 04:59:46,2,18,2,71,大家早！今天有个华夏转债可以申购，还有2个中小板，2个科创板新股可以申购，一天5个，满格申购！
2019-10-15 15:19:09,6,31,4,16,今天只有酿酒、旅游、银行等少数绩优板块上涨，茅台站上1200元历史高位，科创板平均大跌了2.17%。即使外资源源不断的买买买，场内资金感觉还是捉襟见肘，大消费和大科技明显的跷跷板：
2019-10-15 11:23:26,2,6,0,17,$贵州茅台(SH600519)$ 历史性的站上了1200，各大券商的目标价又要调高了。
2019-10-15 10:00:08,1,5,0,13,$贵州茅台(SH600519)$ 又创历史新高了，哈哈。
2019-10-15 09:38:51,1,33,1,33,中的三签桃李转债全部卖了
2019-10-14 15:31:15,3,10,3,13,受贸易战利好影响，除了日用化工、石油、农林牧渔三个板块下跌，其他版块均上涨。今天再次站上3000点，历史上12年里已经43次站上3000点，42次掉下来了。光今年就10次站上3000点：
2019-10-14 07:04:28,0,24,2,62,今天有两个可转债打新：金轮转债和金能转债，从今天起连续6个交易日还有新股可打。全力打新别忘记了！
2019-10-12 13:00:55,2,15,0,31,走过的这个地方是我30多年前的单位，门口还有一个2平方的铁皮屋在做旅行生意，没想到我当年上班天天经过的小铁皮屋变成了一家上市公司——春秋旅行
2019-10-11 15:16:35,2,4,2,21,今天表现最好的又是上证50涨了1.44%，最差的创业板反而跌了0.01%，结果本周4个交易日各大指数涨幅都在2%以上，最差的中证全指涨2.05%，最好的上证50涨2.95%。今天大部分指数都上涨，但中位数涨幅竟然是0，而且今年最差的指数上证指数也有19.23%，但中位数涨幅只有14.53%，今年中位数表现远远落后指数，也可以理解为小票表现落后：
2019-10-11 14:21:37,1,16,2,33,继续在看《外交风云》，72年初尼克松访华，签订上海公报，但中美建交一直要到1979年，期间总理、毛主席去世，尼克松水门事件黯然下台。上海公报的中美两国领导人都离开了舞台，但最终在1979年还是建交了。回顾这段历史，对于现在中美贸易战充满信心。
2019-10-11 06:28:08,1,17,1,43,今天有个万里转债可以申购，虽然评级只有A+而且溢价，但考虑到最近的溢价可转债均没破发，而且即使破发了也亏不了多少，再说还可以持有到大概率赚钱后再卖出，我还是申购。
2019-10-10 15:19:51,2,19,3,16,大盘走在红三兵，而且涨幅一天比一天大，银行成为仅有的下跌版块：
2019-10-09 17:13:56,3,26,2,26,我最近在看《外交风云》，一面看一面在网上搜当年的历史资料，电视剧还是基本能反映当年的史实，甚至很多对话都是来自当时的历史。看到中美建交，中国进入联合国。看完后对今年的中美贸易战会加速认识，当年的压力比现在不知道要大多少。
2019-10-09 17:01:24,0,3,2,10,房地产、半导体等大部分版块都上涨，反而是旅游、酿酒、家电、医疗等白马版块下跌。昨天是大强小弱，今天正好相反：
2019-10-08 15:26:04,0,2,1,25,今天农林牧渔、建材、房地产、工程机械、家用电器、酿酒、医疗、保险、银行等板块领涨，传媒娱乐、航空、元器件等领跌，海康、大华等因今天被美国列入实体清单而停牌，不过影响似乎也不大。科创板平均跌幅又创新低，今天平均下跌了3.49%，如果从科创板第一天上市收盘开始算起，平均已经下跌了14.89%，不管什么概念，炒作总有一天要回归价值的，只不过时间长点短点：
2019-10-07 05:51:52,2,8,0,23,在A股长假期间，港股累计下跌了1.04%，道指累计下跌了0.92%，今天因重阳节港股停盘。外围对明天A股开盘的影响应该不大。
2019-10-04 14:15:47,2,20,0,15,永嘉路上的阿大葱油饼依然排着长队
2019-10-04 06:34:21,3,24,8,41,这是集思录统计的等权可转债指数，虽然今年才涨了19.98%，但去年大熊市，等权可转债指数仅仅下跌了0.24%，显示了可转债下有保底，上无封顶的收益和风险不对称的特点：
2019-10-03 09:51:01,2,21,0,13,$恒生指数(HKHSI)$ 港股表现还算不错。
2019-10-02 19:00:53,2,28,2,30,$道琼斯指数(.DJI)$&nbsp;美股盘前数据一塌糊涂，又要连续下跌了，今天港股倒还很顽强，难得没跟。
2019-10-01 12:54:17,4,77,7,312,看完上午的阅兵，真为祖国的强大感到自豪，我小时候听我外公说过，当年因为日本人侵略中国，一家人从苏州东山逃难到上海租界，结果太平洋战争一爆发，日本人连租界都占领了，中国人看到站岗的日本兵要脱帽致礼，有一次我外公忘记脱帽了，日本兵二话不说一枪托就打过来了。今天祖国七十华诞，日本首相安培晋三亲自视频祝贺，没别的原因，就是因为祖国强大了！20多年前第一次出国很少看到中国人，现在是我们小区里经常看到外国人。祖国的强大是靠我们每个中国人添砖加瓦，从我做起，从现在做起，为祖国的强大贡献自己的微薄之力！
2019-10-01 06:33:42,0,4,0,45,大家早！热烈庆祝新中国七十周年华诞！
2019-09-30 15:19:22,2,18,5,21,今天出现了节前比较少见的下跌，各大指数基本都下跌1%左右，更惨的是科创板，不算今天刚上市的3只新股，平均下跌了6.40%，如果从上市第一天收盘开始算起，科创板平均下跌了11.82%，创了历史新低。
2019-09-30 13:40:37,0,30,0,29,$上证指数(SH000001)$&nbsp;今天大盘应该要红
2019-09-28 08:07:58,2,8,2,17,$招商中证白酒指数(F161725)$&nbsp;今年净值增长了85.03%，又是回到了5000多只基金的第一名
2019-09-28 07:18:15,6,26,3,33,整个小区断电了，什么都干不了。很多东西存在的时候并不觉得珍贵，一旦失去才懂得珍惜。
2019-09-27 15:14:35,0,4,2,16,今天风格和前两天比又是大变，科技板块领涨，传统如煤炭、电力、房地产、建材、有色、家电、保险、银行、钢铁等板块下跌，下周一只有一个交易日了，该走的今天都走了，下周一大概率上涨    迎国庆：
